AP1,AP2,AP3,AP4,AP5,AP6,AP7,Class
-49,-61,-56,-49,-64,-84,-89,3
-49,-60,-55,-49,-63,-85,-89,3
-49,-60,-56,-50,-63,-84,-87,3
-49,-61,-55,-49,-62,-84,-89,3
-49,-61,-55,-53,-72,-85,-92,3
-53,-57,-62,-55,-60,-86,-83,3
-51,-56,-60,-48,-60,-86,-83,3
-45,-59,-57,-51,-62,-77,-85,3
-48,-58,-55,-49,-60,-80,-83,3
-49,-64,-53,-52,-63,-73,-78,3
-48,-66,-57,-51,-70,-81,-80,3
-49,-64,-58,-53,-70,-84,-80,3
-48,-61,-57,-51,-67,-83,-76,3
-49,-64,-58,-51,-70,-86,-78,3
-51,-64,-59,-49,-71,-87,-77,3
-51,-62,-59,-50,-66,-85,-77,3
-51,-62,-59,-52,-68,-85,-78,3
-47,-64,-57,-51,-64,-85,-78,3
-45,-63,-60,-53,-67,-83,-85,3
-51,-60,-57,-54,-64,-84,-83,3
-51,-58,-55,-54,-67,-86,-83,3
-49,-52,-52,-51,-63,-78,-74,3
-51,-53,-54,-53,-62,-83,-82,3
-46,-46,-52,-52,-57,-77,-82,3
-48,-46,-50,-54,-63,-87,-77,3
-54,-54,-50,-54,-60,-81,-79,3
-49,-56,-53,-52,-58,-89,-86,3
-52,-52,-53,-53,-56,-78,-79,3
-52,-55,-55,-54,-65,-85,-78,3
-55,-51,-51,-55,-59,-89,-78,3
-63,-52,-51,-56,-59,-89,-84,3
-55,-53,-52,-56,-58,-85,-88,3
-56,-52,-51,-57,-64,-86,-91,3
-56,-52,-50,-58,-57,-85,-88,3
-54,-53,-50,-58,-58,-84,-87,3
-53,-54,-53,-60,-60,-86,-91,3
-49,-54,-50,-55,-63,-85,-81,3
-50,-52,-54,-55,-64,-83,-74,3
-45,-52,-54,-53,-56,-83,-79,3
-45,-50,-50,-55,-57,-76,-75,3
-49,-55,-50,-53,-62,-76,-75,3
-48,-57,-51,-51,-60,-79,-80,3
-47,-50,-53,-47,-63,-76,-79,3
-50,-51,-49,-48,-54,-77,-77,3
-51,-47,-50,-49,-59,-80,-85,3
-46,-55,-48,-52,-62,-80,-79,3
-51,-52,-50,-49,-60,-77,-76,3
-49,-59,-57,-49,-67,-85,-83,3
-50,-56,-51,-49,-67,-84,-81,3
-51,-60,-59,-46,-68,-78,-83,3
-52,-54,-53,-51,-61,-83,-81,3
-46,-51,-50,-48,-64,-82,-78,3
-44,-56,-54,-52,-63,-80,-79,3
-49,-56,-54,-55,-62,-78,-81,3
-47,-52,-56,-56,-62,-83,-83,3
-51,-54,-53,-52,-63,-81,-76,3
-51,-54,-51,-53,-60,-86,-79,3
-45,-52,-52,-51,-64,-84,-84,3
-45,-46,-58,-53,-59,-77,-82,3
-47,-57,-57,-52,-69,-79,-77,3
-54,-61,-51,-44,-63,-79,-76,3
-44,-53,-51,-49,-60,-84,-76,3
-43,-57,-51,-52,-62,-79,-77,3
-50,-54,-49,-46,-64,-85,-77,3
-46,-60,-54,-50,-62,-79,-74,3
-46,-53,-47,-52,-57,-79,-85,3
-51,-48,-56,-53,-61,-80,-79,3
-52,-51,-49,-56,-65,-81,-83,3
-50,-57,-50,-59,-62,-91,-93,3
-53,-53,-50,-55,-59,-86,-81,3
-49,-55,-49,-49,-60,-81,-81,3
-47,-57,-49,-46,-63,-84,-86,3
-51,-52,-48,-48,-62,-85,-78,3
-51,-51,-45,-53,-59,-84,-76,3
-48,-54,-52,-54,-58,-87,-89,3
-50,-54,-51,-50,-66,-87,-85,3
-47,-55,-57,-50,-64,-80,-85,3
-50,-56,-57,-49,-68,-92,-80,3
-48,-57,-54,-47,-66,-79,-79,3
-42,-54,-48,-51,-64,-78,-87,3
-49,-56,-51,-54,-65,-79,-78,3
-51,-59,-51,-48,-67,-79,-79,3
-52,-60,-52,-48,-70,-79,-79,3
-53,-58,-50,-48,-64,-88,-80,3
-47,-54,-51,-47,-66,-88,-80,3
-48,-55,-51,-55,-69,-88,-80,3
-46,-53,-50,-53,-64,-81,-86,3
-52,-60,-51,-46,-63,-84,-77,3
-53,-57,-50,-47,-62,-86,-81,3
-53,-58,-51,-48,-63,-85,-78,3
-53,-58,-51,-48,-63,-88,-80,3
-52,-58,-50,-53,-64,-87,-81,3
-54,-56,-50,-50,-64,-87,-80,3
-52,-52,-51,-51,-74,-86,-80,3
-51,-62,-53,-51,-67,-79,-89,3
-51,-63,-51,-52,-66,-79,-89,3
-52,-61,-51,-52,-66,-80,-89,3
-53,-62,-51,-52,-67,-79,-89,3
-53,-62,-52,-53,-65,-79,-91,3
-46,-60,-52,-55,-61,-85,-85,3
-43,-59,-51,-53,-61,-83,-85,3
-44,-60,-52,-49,-63,-84,-84,3
-47,-57,-57,-52,-62,-86,-84,3
-47,-57,-56,-51,-64,-80,-86,3
-47,-56,-58,-56,-62,-81,-83,3
-48,-55,-58,-50,-63,-81,-86,3
-47,-55,-58,-50,-60,-81,-84,3
-47,-64,-53,-54,-60,-83,-84,3
-45,-63,-57,-55,-58,-79,-85,3
-45,-63,-57,-53,-57,-81,-84,3
-45,-60,-59,-52,-57,-83,-85,3
-45,-60,-56,-54,-59,-84,-85,3
-47,-56,-53,-53,-66,-85,-85,3
-48,-58,-52,-53,-61,-88,-83,3
-46,-55,-53,-52,-57,-81,-86,3
-46,-57,-53,-48,-58,-80,-86,3
-48,-55,-55,-52,-65,-80,-82,3
-53,-56,-51,-50,-61,-83,-81,3
-54,-55,-50,-49,-60,-84,-81,3
-53,-58,-51,-50,-62,-84,-81,3
-53,-54,-54,-50,-61,-82,-84,3
-52,-55,-52,-52,-62,-82,-84,3
-52,-56,-53,-50,-62,-84,-81,3
-52,-55,-51,-49,-62,-86,-84,3
-53,-55,-52,-46,-63,-86,-85,3
-53,-55,-51,-49,-65,-86,-84,3
-52,-54,-51,-49,-63,-87,-84,3
-52,-56,-51,-48,-64,-87,-84,3
-51,-55,-51,-48,-63,-88,-84,3
-52,-56,-51,-46,-63,-86,-82,3
-52,-55,-51,-49,-64,-87,-84,3
-51,-55,-52,-49,-64,-86,-83,3
-52,-54,-52,-49,-63,-86,-81,3
-52,-55,-52,-49,-63,-88,-85,3
-51,-55,-52,-48,-63,-87,-85,3
-52,-57,-53,-49,-61,-88,-85,3
-52,-56,-52,-49,-63,-87,-85,3
-52,-56,-52,-50,-65,-86,-84,3
-52,-56,-51,-50,-65,-87,-82,3
-51,-58,-52,-48,-68,-86,-84,3
-52,-56,-52,-49,-61,-86,-81,3
-52,-55,-52,-50,-61,-86,-84,3
-52,-56,-52,-44,-63,-87,-84,3
-52,-55,-52,-43,-61,-86,-83,3
-51,-57,-52,-49,-60,-84,-83,3
-46,-53,-51,-49,-68,-79,-85,3
-48,-51,-53,-48,-64,-81,-79,3
-49,-58,-49,-51,-59,-89,-79,3
-51,-55,-56,-49,-58,-84,-84,3
-50,-51,-51,-49,-63,-79,-80,3
-52,-57,-53,-47,-57,-80,-83,3
-50,-52,-55,-49,-64,-80,-86,3
-46,-52,-53,-44,-60,-79,-86,3
-45,-54,-53,-45,-68,-75,-84,3
-46,-53,-53,-43,-59,-83,-78,3
-49,-62,-52,-49,-63,-82,-83,3
-48,-57,-53,-43,-64,-81,-85,3
-49,-53,-50,-45,-64,-74,-85,3
-48,-54,-56,-49,-66,-81,-80,3
-49,-53,-55,-52,-57,-86,-86,3
-51,-52,-53,-51,-59,-86,-78,3
-48,-52,-49,-52,-63,-79,-77,3
-46,-52,-51,-55,-60,-80,-76,3
-50,-52,-49,-45,-64,-76,-78,3
-52,-51,-47,-49,-64,-80,-78,3
-47,-53,-50,-52,-65,-80,-78,3
-49,-54,-50,-52,-60,-85,-88,3
-53,-53,-52,-55,-60,-82,-84,3
-53,-56,-55,-51,-62,-78,-82,3
-52,-54,-49,-52,-58,-81,-82,3
-48,-58,-54,-46,-66,-85,-88,3
-51,-55,-59,-51,-58,-87,-81,3
-49,-56,-57,-51,-65,-87,-81,3
-53,-54,-54,-51,-61,-84,-77,3
-50,-49,-57,-49,-61,-82,-86,3
-49,-47,-51,-52,-62,-89,-80,3
-52,-53,-57,-52,-57,-83,-83,3
-53,-48,-52,-52,-59,-81,-82,3
-49,-56,-45,-42,-66,-83,-80,3
-49,-50,-55,-60,-61,-78,-81,3
-49,-50,-55,-49,-54,-85,-76,3
-47,-57,-50,-45,-60,-82,-84,3
-50,-54,-51,-46,-63,-79,-84,3
-47,-52,-49,-43,-57,-80,-79,3
-51,-53,-57,-51,-60,-76,-79,3
-50,-49,-51,-50,-61,-83,-85,3
-49,-54,-52,-52,-63,-83,-85,3
-51,-55,-46,-54,-63,-84,-79,3
-52,-54,-53,-49,-63,-86,-81,3
-48,-57,-52,-51,-62,-86,-81,3
-49,-49,-53,-45,-58,-87,-89,3
-50,-51,-54,-43,-66,-78,-78,3
-49,-53,-51,-42,-63,-79,-88,3
-49,-57,-51,-44,-57,-85,-79,3
-51,-52,-58,-49,-60,-84,-74,3
-50,-56,-47,-52,-58,-88,-76,3
-52,-48,-52,-54,-63,-78,-80,3
-53,-50,-50,-49,-61,-83,-84,3
-53,-47,-54,-53,-59,-83,-84,3
-51,-58,-56,-48,-61,-79,-82,3
-45,-55,-57,-47,-61,-78,-80,3
-49,-50,-51,-44,-60,-83,-79,3
-45,-51,-50,-51,-57,-80,-79,3
-49,-56,-47,-50,-58,-77,-84,3
-47,-58,-51,-43,-65,-80,-80,3
-47,-54,-56,-47,-62,-78,-83,3
-49,-55,-53,-48,-61,-79,-78,3
-47,-57,-52,-44,-67,-78,-75,3
-50,-62,-57,-45,-62,-81,-78,3
-46,-56,-60,-46,-65,-84,-85,3
-51,-55,-53,-50,-63,-79,-86,3
-46,-48,-53,-49,-59,-80,-78,3
-46,-58,-53,-48,-60,-79,-79,3
-49,-45,-50,-48,-61,-79,-84,3
-49,-49,-47,-50,-59,-79,-88,3
-49,-53,-50,-54,-62,-77,-82,3
-52,-54,-55,-55,-60,-74,-78,3
-48,-56,-49,-52,-60,-82,-73,3
-54,-57,-53,-54,-62,-77,-75,3
-48,-54,-49,-59,-63,-78,-80,3
-52,-53,-50,-52,-63,-84,-88,3
-53,-52,-48,-50,-62,-81,-80,3
-53,-53,-51,-50,-66,-82,-82,3
-46,-56,-54,-51,-62,-80,-79,3
-47,-58,-50,-55,-64,-76,-74,3
-48,-47,-52,-56,-61,-77,-77,3
-49,-50,-50,-45,-64,-79,-77,3
-47,-51,-56,-50,-60,-78,-80,3
-52,-50,-52,-49,-63,-80,-85,3
-48,-47,-51,-52,-60,-74,-79,3
-47,-51,-54,-50,-64,-75,-82,3
-49,-52,-53,-49,-64,-77,-83,3
-45,-56,-55,-46,-68,-79,-78,3
-46,-58,-54,-48,-63,-78,-75,3
-51,-51,-59,-46,-60,-80,-82,3
-53,-56,-54,-53,-62,-88,-85,3
-50,-58,-54,-50,-65,-79,-89,3
-52,-51,-53,-54,-68,-88,-84,3
-51,-62,-53,-51,-64,-86,-79,3
-51,-51,-54,-53,-59,-86,-85,3
-50,-68,-48,-56,-63,-80,-77,3
-48,-52,-54,-52,-63,-80,-77,3
-52,-53,-54,-49,-63,-85,-79,3
-51,-54,-54,-54,-62,-85,-78,3
-54,-54,-55,-52,-61,-86,-78,3
-52,-54,-54,-51,-63,-87,-78,3
-52,-53,-56,-49,-62,-83,-80,3
-47,-56,-54,-51,-63,-81,-86,3
-51,-57,-54,-55,-62,-87,-81,3
-49,-54,-52,-56,-60,-85,-73,3
-49,-54,-50,-51,-66,-78,-82,3
-46,-47,-47,-50,-65,-79,-84,3
-51,-54,-44,-52,-56,-79,-79,3
-48,-47,-50,-53,-61,-82,-79,3
-47,-56,-57,-52,-62,-79,-87,3
-51,-55,-50,-53,-62,-78,-84,3
-51,-58,-59,-52,-64,-78,-84,3
-53,-62,-57,-49,-61,-88,-87,3
-48,-59,-54,-55,-60,-84,-87,3
-50,-59,-60,-51,-64,-86,-85,3
-51,-54,-54,-55,-58,-88,-85,3
-49,-58,-50,-56,-64,-81,-81,3
-48,-58,-50,-53,-62,-81,-87,3
-48,-51,-54,-51,-58,-80,-77,3
-48,-54,-53,-51,-61,-77,-80,3
-46,-51,-55,-42,-62,-79,-78,3
-49,-53,-52,-52,-64,-74,-84,3
-50,-55,-52,-47,-65,-83,-91,3
-47,-46,-53,-46,-59,-79,-79,3
-49,-51,-52,-44,-60,-77,-77,3
-48,-53,-51,-43,-64,-74,-77,3
-46,-54,-47,-51,-57,-80,-73,3
-49,-52,-48,-48,-59,-79,-78,3
-49,-51,-50,-53,-64,-79,-78,3
-53,-54,-56,-52,-63,-81,-85,3
-54,-55,-50,-48,-64,-80,-78,3
-51,-56,-51,-47,-62,-79,-85,3
-48,-55,-53,-51,-63,-82,-86,3
-50,-57,-59,-43,-62,-76,-78,3
-50,-53,-52,-50,-61,-79,-83,3
-47,-58,-56,-51,-70,-81,-86,3
-52,-57,-52,-52,-70,-87,-77,3
-52,-60,-51,-54,-61,-86,-87,3
-55,-60,-50,-55,-63,-88,-87,3
-55,-60,-51,-53,-63,-85,-87,3
-53,-58,-51,-51,-62,-84,-85,3
-53,-68,-50,-51,-77,-85,-87,3
-58,-56,-47,-62,-36,-85,-84,4
-61,-52,-49,-56,-46,-84,-83,4
-55,-50,-51,-61,-48,-82,-79,4
-61,-52,-43,-60,-47,-89,-85,4
-58,-59,-44,-57,-54,-82,-89,4
-59,-52,-59,-61,-54,-87,-89,4
-59,-51,-56,-59,-51,-87,-86,4
-59,-52,-56,-59,-51,-89,-84,4
-59,-52,-56,-59,-51,-89,-87,4
-59,-52,-57,-59,-50,-88,-88,4
-59,-53,-57,-60,-51,-89,-95,4
-59,-54,-59,-60,-50,-87,-86,4
-59,-53,-56,-59,-51,-87,-89,4
-59,-53,-57,-59,-50,-88,-88,4
-59,-57,-56,-61,-52,-86,-85,4
-60,-54,-54,-60,-64,-88,-88,4
-59,-53,-57,-60,-51,-87,-88,4
-58,-52,-58,-60,-52,-86,-89,4
-59,-52,-56,-58,-55,-88,-87,4
-59,-52,-55,-60,-55,-87,-88,4
-59,-51,-54,-59,-55,-87,-88,4
-59,-51,-55,-59,-53,-88,-88,4
-59,-56,-55,-59,-54,-87,-88,4
-59,-52,-55,-59,-55,-88,-85,4
-58,-51,-56,-59,-54,-87,-87,4
-59,-50,-55,-59,-54,-88,-87,4
-59,-50,-55,-59,-53,-86,-87,4
-59,-50,-59,-59,-55,-85,-87,4
-59,-51,-55,-59,-54,-87,-88,4
-59,-51,-57,-59,-53,-87,-92,4
-59,-53,-56,-60,-53,-85,-86,4
-59,-53,-57,-62,-55,-88,-85,4
-58,-52,-57,-60,-52,-86,-88,4
-58,-50,-54,-60,-53,-86,-89,4
-59,-52,-57,-60,-54,-91,-89,4
-59,-52,-55,-59,-52,-88,-87,4
-57,-52,-56,-60,-52,-91,-85,4
-57,-51,-56,-57,-50,-88,-86,4
-57,-50,-58,-60,-51,-87,-88,4
-60,-50,-57,-60,-50,-89,-86,4
-59,-51,-56,-58,-51,-95,-84,4
-58,-51,-56,-58,-50,-88,-88,4
-59,-51,-56,-58,-50,-88,-86,4
-59,-50,-57,-59,-51,-87,-85,4
-59,-51,-57,-59,-52,-87,-86,4
-59,-50,-57,-61,-51,-85,-86,4
-59,-51,-54,-60,-50,-87,-86,4
-59,-51,-57,-59,-51,-89,-86,4
-59,-51,-56,-61,-50,-86,-86,4
-59,-50,-57,-60,-49,-91,-86,4
-59,-51,-57,-60,-49,-87,-88,4
-59,-53,-55,-60,-51,-87,-87,4
-59,-52,-57,-58,-50,-86,-88,4
-59,-52,-57,-60,-49,-86,-88,4
-60,-53,-59,-59,-53,-86,-86,4
-57,-52,-56,-62,-52,-92,-85,4
-56,-51,-43,-59,-47,-83,-89,4
-55,-52,-46,-59,-53,-88,-84,4
-56,-58,-48,-60,-51,-85,-85,4
-63,-58,-52,-59,-51,-88,-94,4
-57,-61,-53,-59,-52,-87,-89,4
-58,-61,-52,-61,-53,-85,-88,4
-57,-57,-51,-60,-53,-85,-89,4
-57,-60,-49,-61,-54,-85,-88,4
-57,-61,-56,-60,-53,-86,-86,4
-58,-54,-52,-61,-53,-85,-89,4
-55,-56,-47,-54,-49,-81,-79,4
-58,-55,-55,-54,-49,-78,-79,4
-63,-54,-50,-55,-50,-85,-79,4
-58,-55,-53,-59,-52,-81,-84,4
-59,-59,-52,-60,-51,-87,-86,4
-57,-55,-57,-59,-48,-85,-84,4
-59,-57,-53,-58,-55,-85,-86,4
-59,-59,-52,-59,-53,-87,-87,4
-59,-56,-53,-60,-49,-85,-84,4
-58,-56,-56,-61,-52,-85,-85,4
-58,-59,-56,-60,-50,-86,-83,4
-57,-57,-54,-58,-56,-84,-87,4
-55,-56,-48,-60,-55,-84,-84,4
-52,-61,-48,-60,-51,-80,-80,4
-54,-57,-50,-61,-53,-83,-82,4
-55,-53,-51,-62,-56,-85,-87,4
-58,-55,-51,-66,-54,-86,-85,4
-58,-53,-49,-60,-48,-86,-91,4
-55,-48,-49,-62,-55,-86,-91,4
-59,-57,-50,-59,-50,-89,-80,4
-64,-55,-52,-74,-53,-89,-80,4
-62,-62,-49,-66,-47,-93,-80,4
-64,-57,-53,-64,-47,-88,-91,4
-64,-59,-51,-62,-51,-88,-91,4
-63,-56,-53,-60,-49,-88,-88,4
-61,-58,-54,-63,-47,-88,-81,4
-63,-57,-52,-64,-52,-88,-93,4
-64,-58,-50,-65,-50,-91,-85,4
-66,-57,-55,-64,-52,-91,-87,4
-61,-55,-54,-69,-53,-84,-89,4
-61,-61,-50,-64,-51,-84,-89,4
-60,-60,-51,-64,-53,-87,-87,4
-62,-63,-52,-70,-48,-87,-87,4
-64,-57,-53,-66,-48,-92,-87,4
-63,-54,-53,-65,-52,-92,-89,4
-63,-57,-57,-70,-50,-92,-87,4
-70,-59,-56,-64,-46,-88,-95,4
-65,-62,-49,-67,-45,-88,-94,4
-63,-59,-53,-70,-46,-86,-88,4
-61,-61,-52,-68,-45,-88,-88,4
-62,-61,-51,-68,-48,-88,-88,4
-63,-57,-53,-63,-48,-85,-92,4
-62,-55,-53,-65,-50,-88,-93,4
-64,-59,-52,-65,-50,-88,-85,4
-61,-60,-53,-61,-52,-87,-87,4
-60,-61,-58,-63,-49,-84,-85,4
-63,-57,-57,-62,-51,-89,-84,4
-63,-58,-50,-63,-48,-91,-85,4
-64,-54,-56,-66,-52,-88,-85,4
-63,-59,-51,-72,-55,-96,-92,4
-61,-57,-53,-65,-50,-87,-91,4
-61,-56,-49,-60,-52,-91,-85,4
-61,-55,-45,-55,-56,-85,-85,4
-61,-61,-49,-58,-54,-94,-85,4
-66,-59,-52,-63,-59,-88,-87,4
-61,-61,-51,-62,-54,-85,-91,4
-64,-60,-53,-60,-48,-89,-89,4
-65,-61,-56,-67,-50,-89,-91,4
-64,-66,-58,-70,-50,-89,-93,4
-63,-58,-57,-61,-52,-89,-93,4
-63,-57,-60,-69,-49,-93,-93,4
-64,-55,-55,-62,-49,-93,-85,4
-59,-62,-54,-62,-46,-87,-91,4
-64,-58,-49,-64,-49,-92,-91,4
-66,-54,-53,-71,-48,-92,-91,4
-66,-56,-56,-63,-50,-89,-91,4
-66,-54,-54,-64,-47,-89,-86,4
-67,-55,-56,-64,-50,-88,-87,4
-66,-56,-56,-66,-49,-89,-87,4
-66,-56,-55,-67,-48,-87,-87,4
-66,-57,-56,-64,-49,-89,-87,4
-66,-57,-55,-65,-48,-91,-87,4
-67,-57,-55,-65,-49,-88,-87,4
-68,-57,-54,-64,-51,-89,-87,4
-67,-56,-55,-64,-49,-91,-89,4
-65,-56,-54,-63,-49,-92,-89,4
-64,-55,-55,-66,-49,-88,-88,4
-67,-56,-52,-64,-51,-89,-85,4
-65,-57,-55,-64,-50,-92,-85,4
-65,-57,-56,-63,-48,-92,-85,4
-65,-57,-54,-70,-50,-88,-85,4
-66,-57,-55,-65,-51,-88,-88,4
-66,-59,-47,-67,-51,-94,-88,4
-66,-59,-45,-67,-52,-93,-92,4
-69,-58,-46,-66,-48,-95,-93,4
-65,-57,-45,-69,-48,-91,-94,4
-64,-59,-46,-65,-48,-91,-91,4
-63,-59,-45,-65,-47,-89,-92,4
-63,-58,-46,-66,-49,-93,-93,4
-63,-58,-47,-66,-48,-93,-92,4
-64,-59,-45,-65,-51,-93,-92,4
-64,-58,-45,-65,-51,-92,-92,4
-64,-60,-45,-66,-52,-92,-92,4
-64,-60,-44,-66,-52,-91,-92,4
-65,-57,-45,-66,-47,-92,-92,4
-64,-58,-45,-66,-48,-89,-93,4
-66,-58,-47,-68,-47,-88,-91,4
-67,-64,-47,-64,-50,-88,-91,4
-61,-60,-50,-63,-45,-88,-91,4
-64,-56,-51,-65,-49,-91,-94,4
-63,-56,-55,-60,-52,-86,-98,4
-64,-57,-53,-61,-50,-86,-98,4
-64,-54,-55,-59,-52,-88,-98,4
-61,-57,-54,-65,-52,-89,-88,4
-65,-56,-49,-61,-44,-88,-91,4
-64,-58,-51,-59,-40,-88,-87,4
-58,-57,-50,-60,-47,-84,-86,4
-60,-53,-50,-66,-39,-86,-86,4
-61,-56,-44,-61,-49,-91,-86,4
-61,-51,-49,-59,-56,-91,-89,4
-65,-52,-48,-63,-48,-91,-88,4
-69,-52,-48,-66,-48,-88,-87,4
-67,-52,-46,-66,-47,-89,-87,4
-67,-53,-46,-64,-48,-88,-87,4
-66,-52,-48,-71,-55,-88,-87,4
-65,-52,-46,-65,-49,-88,-87,4
-65,-52,-46,-64,-49,-88,-87,4
-65,-54,-46,-65,-51,-91,-89,4
-65,-51,-49,-63,-49,-92,-91,4
-64,-48,-54,-58,-52,-80,-88,4
-60,-52,-45,-58,-51,-87,-80,4
-57,-54,-46,-53,-44,-85,-84,4
-58,-54,-44,-59,-47,-83,-86,4
-55,-57,-49,-52,-53,-82,-86,4
-59,-53,-49,-56,-49,-83,-88,4
-60,-57,-58,-58,-50,-83,-88,4
-64,-55,-55,-58,-51,-89,-88,4
-64,-54,-52,-58,-52,-89,-88,4
-59,-53,-49,-59,-45,-89,-88,4
-60,-52,-49,-61,-51,-85,-81,4
-61,-58,-52,-61,-45,-92,-81,4
-60,-56,-43,-61,-50,-89,-87,4
-62,-57,-44,-61,-44,-89,-87,4
-62,-58,-49,-64,-42,-86,-89,4
-61,-54,-45,-66,-45,-88,-87,4
-60,-55,-47,-59,-54,-91,-80,4
-57,-59,-44,-60,-56,-87,-85,4
-56,-54,-48,-57,-51,-84,-89,4
-58,-54,-46,-55,-50,-87,-91,4
-58,-51,-46,-58,-50,-79,-87,4
-59,-55,-48,-59,-52,-86,-85,4
-57,-61,-54,-64,-48,-87,-91,4
-64,-55,-52,-61,-50,-92,-94,4
-62,-57,-50,-62,-49,-93,-86,4
-65,-58,-56,-61,-49,-89,-88,4
-62,-58,-50,-58,-47,-95,-87,4
-57,-52,-44,-59,-51,-88,-85,4
-55,-53,-47,-57,-50,-85,-85,4
-57,-52,-46,-60,-43,-88,-85,4
-64,-57,-48,-60,-39,-88,-85,4
-60,-51,-53,-63,-42,-87,-82,4
-63,-62,-49,-63,-45,-92,-86,4
-59,-52,-44,-57,-49,-85,-87,4
-58,-56,-52,-54,-52,-87,-84,4
-61,-57,-51,-56,-49,-88,-85,4
-59,-57,-56,-65,-49,-92,-91,4
-59,-57,-52,-71,-49,-92,-88,4
-59,-56,-56,-65,-49,-92,-88,4
-59,-56,-58,-66,-51,-92,-88,4
-60,-58,-55,-65,-50,-91,-86,4
-60,-58,-57,-68,-50,-96,-87,4
-61,-58,-58,-67,-50,-96,-85,4
-59,-57,-56,-65,-49,-91,-86,4
-61,-58,-57,-66,-49,-93,-86,4
-60,-57,-56,-65,-50,-96,-87,4
-61,-58,-56,-67,-50,-95,-88,4
-61,-57,-54,-67,-52,-89,-86,4
-58,-57,-55,-66,-51,-88,-87,4
-60,-57,-55,-65,-51,-94,-86,4
-60,-58,-56,-64,-52,-93,-86,4
-58,-56,-56,-64,-50,-82,-87,4
-61,-55,-55,-66,-61,-83,-92,4
-60,-56,-57,-65,-49,-85,-89,4
-60,-58,-56,-66,-51,-85,-89,4
-61,-56,-57,-65,-54,-85,-88,4
-61,-57,-57,-66,-55,-83,-87,4
-60,-57,-56,-64,-52,-84,-88,4
-61,-59,-56,-64,-50,-85,-87,4
-61,-56,-55,-63,-52,-84,-87,4
-58,-61,-56,-64,-49,-83,-87,4
-61,-56,-55,-63,-47,-85,-89,4
-61,-58,-48,-57,-52,-91,-92,4
-61,-55,-54,-72,-45,-89,-92,4
-62,-61,-52,-69,-42,-88,-92,4
-64,-57,-54,-69,-43,-88,-92,4
-63,-58,-54,-69,-43,-91,-92,4
-63,-59,-54,-77,-42,-91,-92,4
-64,-59,-55,-66,-44,-93,-92,4
-64,-59,-51,-67,-43,-88,-92,4
-62,-60,-55,-67,-43,-88,-92,4
-63,-58,-54,-67,-43,-88,-98,4
-62,-59,-53,-64,-44,-89,-98,4
-61,-62,-54,-69,-46,-93,-98,4
-62,-59,-52,-69,-46,-91,-98,4
-58,-57,-46,-56,-43,-89,-85,4
-60,-53,-48,-61,-46,-85,-85,4
-56,-55,-43,-57,-52,-93,-85,4
-57,-54,-54,-59,-51,-88,-87,4
-56,-55,-50,-59,-62,-84,-86,4
-58,-56,-46,-56,-62,-84,-87,4
-59,-54,-51,-59,-58,-80,-87,4
-58,-54,-53,-60,-47,-82,-83,4
-63,-54,-47,-64,-50,-83,-88,4
-58,-55,-57,-64,-47,-85,-89,4
-63,-57,-47,-64,-49,-86,-81,4
-63,-58,-50,-57,-46,-91,-93,4
-60,-54,-56,-65,-43,-88,-87,4
-59,-56,-49,-57,-45,-88,-88,4
-56,-56,-40,-62,-50,-86,-86,4
-63,-52,-43,-63,-51,-87,-88,4
-60,-56,-44,-53,-46,-87,-88,4
-64,-56,-48,-62,-53,-88,-87,4
-59,-56,-41,-54,-46,-89,-88,4
-60,-59,-51,-59,-53,-88,-88,4
-62,-58,-54,-61,-52,-88,-85,4
-61,-53,-50,-59,-46,-84,-93,4
-60,-56,-44,-59,-46,-81,-86,4
-64,-57,-52,-60,-40,-87,-87,4
-63,-56,-51,-57,-45,-88,-88,4
-61,-54,-52,-65,-49,-85,-91,4
-60,-63,-54,-63,-47,-88,-92,4
-61,-55,-52,-61,-44,-88,-92,4
-62,-58,-52,-63,-50,-87,-88,4
-63,-57,-55,-63,-49,-88,-81,4
-64,-63,-56,-64,-47,-92,-83,4
-71,-59,-52,-62,-48,-91,-83,4
-57,-53,-51,-57,-48,-88,-85,4
-61,-55,-46,-57,-46,-83,-85,4
-56,-53,-49,-60,-48,-82,-85,4
-61,-56,-52,-62,-52,-82,-87,4
-64,-58,-48,-63,-42,-85,-93,4
-58,-56,-44,-60,-47,-84,-85,4
-58,-51,-49,-61,-48,-88,-85,4
-57,-55,-45,-59,-50,-85,-85,4
-61,-52,-48,-57,-47,-85,-85,4
-59,-50,-51,-59,-51,-83,-85,4
-60,-52,-48,-61,-48,-83,-84,4
-61,-55,-45,-57,-53,-91,-82,4
-56,-51,-45,-54,-52,-79,-85,4
-56,-60,-55,-55,-53,-88,-85,4
-60,-60,-46,-54,-49,-81,-83,4
-58,-57,-46,-55,-50,-87,-85,4
-59,-56,-50,-60,-52,-81,-85,4
-57,-56,-49,-58,-50,-87,-85,4
-60,-58,-53,-55,-53,-83,-84,4
-61,-52,-49,-58,-51,-91,-84,4
-57,-57,-48,-59,-49,-88,-88,4
-58,-54,-49,-60,-55,-91,-93,4
-60,-59,-50,-58,-45,-87,-89,4
-61,-57,-50,-59,-46,-91,-89,4
-63,-53,-59,-62,-45,-88,-86,4
-63,-56,-51,-64,-49,-88,-89,4
-63,-57,-55,-60,-50,-86,-92,4
-62,-62,-55,-64,-42,-86,-92,4
